PAR ID,SUB,PRED,OBJ
1599940-1,Thomas S. Ray,date of birth,"September 21, 1954"
1599940-1,Thomas S. Ray,occupation,ecologist
1599940-2,Thomas S. Ray,educated at,Harvard University
1599940-4,Thomas S. Ray,member of,International Core War Society
1651213-1,Hendrik Pieter (Henk) Barendregt,date of birth,18 December 1947
1651213-1,Hendrik Pieter (Henk) Barendregt,place of birth,Amsterdam
1651213-1,Hendrik Pieter (Henk) Barendregt,occupation,logician
1651213-2,Hendrik Pieter (Henk) Barendregt,educated at,Utrecht University
1651213-5,Hendrik Pieter (Henk) Barendregt,member of,Academia Europaea
1651213-5,Hendrik Pieter (Henk) Barendregt,member of,Royal Netherlands Academy of Arts and Sciences
1689979-1,Donald Bruce Gillies,date of birth,"October 15, 1928"
1689979-1,Donald Bruce Gillies,date of death,"July 17, 1975"
1689979-1,Donald Bruce Gillies,occupation,computer scientist
1689979-1,Donald Bruce Gillies,occupation,mathematician
1689979-3,Donald Bruce Gillies,place of birth,"Toronto, Ontario, Canada"
1689979-3,Donald Bruce Gillies,educated at,University of Toronto Schools
1689979-3,Donald Bruce Gillies,educated at,University of Toronto
1689979-4,Donald Bruce Gillies,educated at,University of Illinois
1689979-6,Donald Bruce Gillies,spouse,Alice E. Dunkle
1709011-1,Robert A. van de Geijn,educated at,University of Wisconsin–Madison
1709011-1,Robert A. van de Geijn,educated at,"University of Maryland, College Park"
1709011-1,Robert A. van de Geijn,occupation,numerical analysis
1709011-1,Robert A. van de Geijn,occupation,parallel processing
1709011-5,Robert A. van de Geijn,date of birth,"August 14, 1962"
1709011-5,Robert A. van de Geijn,place of birth,Netherlands
1709011-5,Robert A. van de Geijn,spouse,Netherlands
1733637-1,Martin Richards,date of birth,21 July 1940
1733637-1,Martin Richards,occupation,computer scientist
1733637-2,Martin Richards,educated at,University of Cambridge
1775773-1,Charles Patrick ,date of birth,"February 26, 1943"
1775773-1,Charles Patrick ,date of death,"June 12, 2017"
1775773-1,Charles Patrick ,occupation,computer designer
1775773-2,Charles Patrick ,place of birth,"Pasadena, California"
1775773-3,Charles Patrick ,educated at,"University of California, Berkeley"
1775773-5,Systems Research Center (SRC) of Digital Equipment Corporation (DEC),founded by,Charles Patrick 
2099-1,Andrew ,date of birth,28 February 1967
2099-1,Andrew ,occupation,computer programmer
2099-1,Andrew ,occupation,author
2099-3,Andrew ,occupation,developer
2099-7,Microsoft Windows kernel,founded by,Linus Torvalds
2099-10,Andrew ,educated at,Australian National University
23309-1,Paul Vixie,occupation,computer scientist
23309-1,the first successful commerical anti-spam service,founded by,Paul Vixie
23309-1,Vixie Enterprises,founded by,Paul Vixie
23309-2,Paul Vixie,occupation,software engineer
23309-2,Internet Software Consortium,founded by,Paul Vixie
23309-3,Paul Vixie,occupation,chief technology officer
23309-5,Paul Vixie,occupation,author
23309-8,Paul Vixie,educated at,"George Washington High School in San Francisco, California"
23309-9,Farsight Security,founded by,Paul Vixie
27064-1,Stephen D. Crocker,date of birth,"October 15, 1944"
27064-1,the Request for Comments series,founded by,Stephen D. Crocker
27064-1,Stephen D. Crocker,educated at,Van Nuys High School
27064-1,Stephen D. Crocker,educated at,"the University of California, Los Angeles"
27064-4,Stephen D. Crocker,occupation,program manager
27064-4,Computer Science Laboratory at The Aerospace Corporation,founded by,Stephen D. Crocker
27064-4,Stephen D. Crocker,occupation,vice president
27064-4,Stephen D. Crocker,occupation,chief technology officer
27064-4,Executive DSL,founded by,Stephen D. Crocker
27064-6,Stephen D. Crocker,member of,the Internet Architecture Board
27064-6,Stephen D. Crocker,member of,ICANN
27064-6,Stephen D. Crocker,member of,Internet Society
38294-1,Jan Węglarz,date of birth,1947
38294-1,Jan Węglarz,place of birth,Poznań
38294-1,Jan Węglarz,occupation,computer scientist
38294-2,Jan Węglarz,educated at,University of Adam Mickiewicz
38294-2,Jan Węglarz,educated at,Poznań University of Technology
38294-2,Jan Węglarz,member of,Polish Academy of Sciences
38294-2,Jan Węglarz,member of,Polish Information Processing Society
38294-2,Jan Węglarz,member of,American Mathematical Society
38294-2,Jan Węglarz,member of,Operations Research Society of America
38294-2,Jan Węglarz,member of,Poznan Chapter of Agder Academy of Sciences and Letters
38294-2,Jan Węglarz,occupation,author
38294-5,Jan Węglarz,occupation,President of Association of European Operational Research Societies
41999-1,Franz Mertens,date of birth,20 March 1840
41999-1,Franz Mertens,date of death,5 March 1927
41999-1,Franz Mertens,occupation,mathematician
41999-1,Franz Mertens,place of birth,Schroda
57314-1,Adi Shamir,date of birth,"July 6, 1952"
57314-1,Adi Shamir,occupation,cryptographer
57314-1,Rivest-Shamir-Adleman algorithm,founded by,Adi Shamir
57314-1,the Feige-Fiat-Shamir identification scheme,founded by,Adi Shamir
57314-2,Adi Shamir,place of birth,Tel Aviv
57314-2,Adi Shamir,educated at,Tel Aviv University
57314-2,Adi Shamir,educated at,the Weizmann Institute
57314-4,Adi Shamir,occupation,postdoctoral researcher
57314-4,Adi Shamir,member of,the faculty of Mathematics and Computer Science at the Weizmann Institute
57314-4,Adi Shamir,occupation,professor
57314-9,Adi Shamir,member of,the American Philosophical Society
84392-1,Hugh Darwen,occupation,computer scientist
84392-2,Hugh Darwen,occupation,chief architect
84392-2,Hugh Darwen,occupation,author
84392-3,Hugh Darwen,occupation,tutor
84392-3,Hugh Darwen,occupation,consultant
93547-1,Arthur John Robin Gorell Milner,date of birth,13 January 1934
93547-1,Arthur John Robin Gorell Milner,date of death,20 March 2010
93547-1,Arthur John Robin Gorell Milner,occupation,computer scientist
93547-3,Arthur John Robin Gorell Milner,place of birth,Yealmpton
93547-3,Arthur John Robin Gorell Milner,educated at,"King's College, Cambridge"
93547-3,Arthur John Robin Gorell Milner,occupation,schoolteacher
93547-3,Arthur John Robin Gorell Milner,occupation,programmer
93547-3,Foundations of Computer Science,founded by,Arthur John Robin Gorell Milner
93547-3,Arthur John Robin Gorell Milner,member of,Scottish Informatics & Computer Science Alliance
93547-4,Arthur John Robin Gorell Milner,spouse,Lucy
93547-5,Logic for Computable Functions,founded by,Arthur John Robin Gorell Milner
93547-5,the calculus of communicating systems,founded by,Arthur John Robin Gorell Milner
93547-8,Arthur John Robin Gorell Milner,member of,the Royal Society
93547-8,Arthur John Robin Gorell Milner,member of,the British Computer Society
145189-1,Bradley Joseph Fitzpatrick,date of birth,"February 5, 1980"
145189-1,Bradley Joseph Fitzpatrick,occupation,programmer
145189-1,LiveJournal,founded by,Bradley Joseph Fitzpatrick
145189-1,Bradley Joseph Fitzpatrick,occupation,author
145189-3,Bradley Joseph Fitzpatrick,place of birth,Iowa
145189-3,Bradley Joseph Fitzpatrick,educated at,the University of Washington in Seattle
145189-3,FreeVote.com,founded by,Bradley Joseph Fitzpatrick
145198-4,Bradley Joseph Fitzpatrick,occupation,chief architect
145198-4,Bradley Joseph Fitzpatrick,member of,LiveJournal Advisory Board
145198-4,Bradley Joseph Fitzpatrick,occupation,Staff Software Engineer
145198-4,Bradley Joseph Fitzpatrick,member of,Go programming language team
145189-5,Tailscale,founded by,Joseph Fitzpatrick
146952-1,Andrey Petrovich Yershov,date of birth,19 April 1931
146952-1,Andrey Petrovich Yershov,place of birth,Moscow
146952-1,Andrey Petrovich Yershov,date of death,8 December 1988
146952-1,Andrey Petrovich Yershov,occupation,computer scientist
146952-5,Andrey Petrovich Yershov,member of,the British Computer Society
146952-6,Andrey Petrovich Yershov,member of,the International Federation for Information Processing
153754-1,Nathaniel Dourif Friedman,occupation,American technology executive
153754-1,Nathaniel Dourif Friedman,occupation,investor
153754-1,Nathaniel Dourif Friedman,occupation,chief executive officer
153754-3,Nathaniel Dourif Friedman,educated at,Massachusetts Institute of Technology
153754-4,Ximian,founded by,Nathaniel Dourif Friedman
153754-4,Ximian,founded by,Miguel de Icaza
153754-5,Nathaniel Dourif Friedman,occupation,Chief Technology and Strategy Officer
153754-7,Xamarin,founded by,Nathaniel Dourif Friedman
153754-7,Xamarin,founded by,Miguel de Icaza
153754-8,Github,founded by,Chris Wanstrath
153754-8,Chris Wanstrath,occupation,CEO
153754-9,Nathaniel Dourif Friedman,spouse,Stephanie Friedman
157397-1,Daniel Dominic Kaplan Sleator,date of birth,10 December 1953
157397-1,Daniel Dominic Kaplan Sleator,occupation,Professor of Computer Science
157397-3,theory of link grammars,founded by,Daniel Dominic Kaplan Sleator
157397-5,"William Warner Sleator, Jr.",occupation,professor of physiology and biophysics
157397-5,Esther Kaplan Sleator,occupation,pediatrician
157397-5,Daniel Dominic Kaplan Sleator,date of birth,10 December 1953
157397-5,Daniel Dominic Kaplan Sleator,occupation,science fiction writer
157397-8,Daniel Dominic Kaplan Sleator,member of,the competitive programming platform Codeforces
163060-1,Oscar Neftalí Sallaberry Valls,date of birth,"March 1, 1964"
163060-1,Oscar Neftalí Sallaberry Valls,place of birth,"New York City, New York, U.S."
163060-1,Fernando Ramón Sallaberry Valls,date of birth,"November 25, 1965"
163060-1,Fernando Ramón Sallaberry Valls,place of birth,"Barcelona, Spain"
163060-1,Oscar Neftalí Sallaberry Valls,occupation,American singer
163060-1,Oscar Neftalí Sallaberry Valls,occupation,American actor
163060-1,Fernando Ramón Sallaberry Valls,occupation,American singer
163060-1,Fernando Ramón Sallaberry Valls,occupation,American actor
163060-1,Santiago Sallaberry,occupation,doctor in oncology
163060-2,Oscar Neftalí Sallaberry Valls,educated at,Marquette University in Computer Sciences
163060-2,Oscar Neftalí Sallaberry Valls,occupation,Information Technology Officer
163060-4,Carlos,member of,band Menudo
163060-4,Ricky Melendez,member of,band Menudo
163060-4,Oscar Neftalí Sallaberry Valls,member of,band Menudo
163060-4,Fernando Ramón Sallaberry Valls,member of,band Menudo
163060-4,Carlos,member of,XCHANGE
163060-4,Ricky Melendez,member of,XCHANGE
163060-4,Nefty,member of,XCHANGE
163060-4,Fernando Sallaberry,member of,XCHANGE
163385-1,Craig James Mundie,date of birth,"July 1, 1949"
163385-1,Craig James Mundie,place of birth,"Cleveland, Ohio"
163385-1,Craig James Mundie,occupation,Senior Advisor
163385-3,Craig James Mundie,occupation,operating system developer
163385-3,Craig James Mundie,occupation,director of Systems Equipment Corporation's advanced development facility
163385-3,Alliant Computer Systems,founded by,Craig James Mundie
163385-4,Craig James Mundie,educated at,Georgia Tech
163385-4,Craig James Mundie,member of,the Steering Committee
163385-6,Craig James Mundie,member of,President Obama's President's Council of Advisors on Science and Technology
165495-1,Dr. Ron S. Dembo,occupation,academic
165495-1,Dr. Ron S. Dembo,occupation,entrepreneur
165495-2,Dr. Ron S. Dembo,occupation,professor
165495-3,Algorithmic's Incorporated,founded by,Dr. Ron S. Dembo
165495-4,Zero footprint Software,founded by,Dr. Ron S. Dembo
165495-4,the non-profit Zero footprint Foundation,founded by,Dr. Ron S. Dembo
165495-5,Dr. Ron S. Dembo,member of,Fields Institute
165495-7,Dr. Ron S. Dembo,occupation,author
167706-1,Carla Howell,date of birth,1955
167706-1,Carla Howell,occupation,American political activist
167706-1,Carla Howell,occupation,small government advocate
167706-1,Carla Howell,occupation,songwriter
167706-1,Carla Howell,occupation,recording artist
167706-2,Carla Howell,educated at,"Babson College in Wellesley, Massachusetts"
167706-2,Carla Howell,educated at,Bethany College
174061-1,Dr. Herbert Freeman,date of birth,"December 13, 1925"
174061-1,Dr. Herbert Freeman,date of death,"November 15, 2020"
174061-1,Dr. Herbert Freeman,occupation,American computer scientist
174061-3,Dr. Herbert Freeman,place of birth,"Frankfurt, Germany"
174061-3,Dr. Herbert Freeman,educated at,"Union College, NY"
174061-3,Dr. Herbert Freeman,educated at,"Columbia University, NY"
174061-3,Dr. Herbert Freeman,spouse,Joan Sleppin
174061-5,Dr. Herbert Freeman,member of,ACM
174061-5,Dr. Herbert Freeman,member of,IEEE Computer Society
174061-5,Dr. Herbert Freeman,member of,Guggenheim
174061-5,"MapText, Inc.",founded by,Dr. Herbert Freeman
184462-1,David Harold Bailey,date of birth,1948
184462-1,David Harold Bailey,occupation,mathematician
184462-1,David Harold Bailey,occupation,computer scientist
184462-1,David Harold Bailey,educated at,Brigham Young University
184462-1,David Harold Bailey,educated at,Stanford University
184462-1,David Harold Bailey,occupation,Senior Scientist
184462-1,David Harold Bailey,occupation,Research Associate
184462-2,David Harold Bailey,occupation,author
184462-2,Peter Borwein,occupation,author
184462-2,Simon Plouffe,occupation,author
184462-3,Richard Crandal,occupation,author
184462-7,David Harold Bailey,member of,The Church of Jesus Christ of Latter-day Saints
205599-1,Stephen Richard ,date of birth,7 January 1944
205599-1,Stephen Richard ,occupation,computer scientist
205599-1,Stephen Richard ,occupation,author
205599-2,Stephen Richard ,educated at,"King's college London, England"
205599-2,Stephen Richard ,educated at,"Trinity College, Cambridge"
205599-5,Stephen Richard ,member of,the International Federation for Information Processing
205599-6,Stephen Richard ,occupation,president of the Association for Computing Machinery
205599-6,Stephen Richard ,member of,Assocation for Computing Machinery
205599-6,Stephen Richard ,member of,the Royal Astronomical Society
205599-7,Stephen Richard ,occupation,chief technology officer
205599-7,Stephen Richard ,occupation,chairperson of the editorial advisory board for the Association for Computing Machinery
209673-1,Vladimir Naumovich Vapnik,date of birth,6 December 1936
209673-1,Vladimir Naumovich Vapnik,occupation,developer
209673-1,the support-vector machine method,founded by,Vladimir Naumovich Vapnik
209673-1,the support-vector clustering algorithm,founded by,Vladimir Naumovich Vapnik
209673-3,Vladimir Naumovich Vapnik,place of birth,Soviet Union
209673-3,Vladimir Naumovich Vapnik,educated at,the Uzbek State University
209673-3,Vladimir Naumovich Vapnik,occupation,Head of the Computer Science Research Department
209673-5,Vladimir Naumovich Vapnik,member of,the Adaptive Systems Research Department at AT&T Bell Labs in Holmdel
209673-5,Support-Vector Clustering,founded by,Hava Siegelmann
209673-5,Support-Vector Clustering,founded by,Vladimir Naumovich Vapnik
209673-5,Hava Siegelmann,occupation,neural networks expert
209673-6,Vladimir Naumovich Vapnik,member of,Facebook AI Research
209673-7,Vladimir Naumovich Vapnik,member of,Lucent Technologies
276160-1,William Allan Wulf,date of birth,"December 8, 1939"
276160-1,William Allan Wulf,occupation,computer scientist
276160-1,William Allan Wulf,occupation,professor
276160-3,William Allan Wulf,place of birth,Chicago
276160-3,William Allan Wulf,educated at,the University of Illinois Urbana-Champaign
276160-3,William Allan Wulf,educated at,University of Virginia
276160-5,William Allan Wulf,member of,Carnegie Mellon University (CMU) C.mmp project
276160-6,William Allan Wulf,spouse,Anita K. Jones
276160-6,Tartan Laboratories,founded by,William Allan Wulf
276160-7,William Allan Wulf,occupation,president of the National Academy of Engineering
276160-7,William Allan Wulf,member of,the National Research Council
276160-10,Anita K. Jones,occupation,professor of computer science
298930-1,Jake Thomas,date of birth,"January 30, 1990"
298930-1,Jake Thomas,occupation,actor
298930-1,Jake Thomas,occupation,voice actor
298930-1,Jake Thomas,occupation,photographer
298930-2,Jake Thomas,place of birth,"Knoxville, Tennessee"
298930-2,Kim Simmons Thomas,occupation,television reporter
298930-2,Kim Simmons Thomas,occupation,writer
298930-2,Bob Thomas,occupation,radio personality
298930-2,Bob Thomas,occupation,actor
298930-2,Bob Thomas,occupation,writer
298930-2,Jake Thomas,educated at,Farragut High School
298930-2,Jake Thomas,educated at,"California State University, Northridge"
298930-5,Jake Thomas,occupation,commercial photographer
298930-5,Jake Thomas,occupation,director
299560-1,Andrew Chi-Chih Yao,date of birth,"December 24, 1946"
299560-1,Andrew Chi-Chih Yao,occupation,computer scientist
299560-1,Andrew Chi-Chih Yao,occupation,computational theorist
299560-1,Andrew Chi-Chih Yao,occupation,Professor
299560-1,Andrew Chi-Chih Yao,occupation,Dean
299560-2,Andrew Chi-Chih Ya,occupation,academician
299560-4,Andrew Chi-Chih Ya,place of birth,"Shanghai, China"
299560-4,Andrew Chi-Chih Ya,educated at,the National Taiwan University
299560-4,Andrew Chi-Chih Ya,educated at,Harvard University
299560-4,Andrew Chi-Chih Ya,educated at,the University of Illinois
299560-6 ,Andrew Chi-Chih Ya,occupation,assistant professor
299560-8,Andrew Chi-Chih Ya,member of,U.S. National Academy of Sciences
299560-8,Andrew Chi-Chih Ya,member of,the American Academy of Arts and Sciences
299560-8,Andrew Chi-Chih Ya,member of,the American Association for the Advancement of Science
299560-8,Andrew Chi-Chih Ya,member of,the Association for Computing Machinery
299560-8,Andrew Chi-Chih Ya,member of,Chinese Academy of Sciences
299560-8,Andrew Chi-Chih Ya,spouse,Frances Yao
299560-8,Frances Yao,occupation,theoretical computer scientist
307517-1,Edward Albert Feigenbaum,date of birth,"January 20, 1936"
307517-1,Edward Albert Feigenbaum,occupation,computer scientist
307517-3,Edward Albert Feigenbaum,place of birth,"Weehawken, New Jersey"
307517-3,Edward Albert Feigenbaum,educated at,Weehawken High School
307517-4,Edward Albert Feigenbaum,educated at,Carnegie Institute of Technology
307517-4,Edward Albert Feigenbaum,educated at,Carnegie Mellon University
307517-4,EPAM,founded by,Edward Albert Feigenbaum
307517-6,the Stanford faculty's computer science department,founded by,Edward Albert Feigenbaum
307517-6,Edward Albert Feigenbaum,member of,the Stanford faculty
307517-6,Edward Albert Feigenbaum,occupation,the director of the Stanford Computation Center
307517-6,IntelliCorp,founded by,Edward Albert Feigenbaum
307517-6,Teknowledge,founded by,Edward Albert Feigenbaum
307517-7,Edward Albert Feigenbaum,occupation,Professor Emeritus of Computer Science
308357-1,Manuel Blum,date of birth,26 April 1938
308357-1,Manuel Blum,occupation,computer scientist
308357-2,Manuel Blum,place of birth,Venezuela
308357-2,Manuel Blum,educated at,MIT
308357-3,Manuel Blum,occupation,professor of computer science
308357-3,Manuel Blum,spouse,Lenore Blum
308357-3,Lenore Blum,occupation,professor of Computer Science
308357-4,Manuel Blum,member of,the National Academy of Engineering
308357-8,Manuel Blum,occupation,advisor
308365-1,Amir Pnueli,date of birth,"April 22, 1941"
308365-1,Amir Pnueli,date of death,"November 2, 2009"
308365-1,Amir Pnueli,occupation,computer scientist
308365-2,Amir Pnueli,place of birth,Nahalal
308365-2,Amir Pnueli,educated at,Technion
308365-2,Amir Pnueli,educated at,the Weizmann Institute of Science
308365-2,Amir Pnueli,member of,Stanford University
308365-3,Amir Pnueli,occupation,researcher
308365-3,the computer science department at Tel Aviv University,founded by,Amir Pnueli
308365-3,Amir Pnueli,occupation,professor of computer science
